gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,0,0,0,1.2036966409068497,1,0,0.15126640281742948,0.8602249414264382,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,0
1,0,1,0,-0.3859847934766699,1,0,-1.5150200270607266,-0.7958625383781625,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
1,0,0,0,-0.9566396673579334,0,1,-1.3387462131215204,-0.9265818897417277,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0,1,0,0.6738028294456765,1,0,-1.4767719353569364,-0.6127848112235845,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
0,0,0,0,-1.2419671042985652,0,1,-1.1292131890051058,-0.9844365705799418,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1
1,1,1,0,0.18467008040459354,1,1,0.9195541579109503,0.5228974967222836,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,1,1,0,1.0406523912264887,1,1,1.1324131030450861,1.5415018851084843,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,0,0,0,0.8368470791260375,1,1,1.178975997293178,1.2854932668858183,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,0
0,0,0,0,-0.1006573565360382,1,1,0.48053258357179535,0.06098713761489312,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0
0,0,1,0,-0.05989629411594795,1,1,-0.5205696427621863,-0.3489400954436631,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
1,1,1,0,1.6113072651077522,1,0,0.31756245370347297,1.3561064389580986,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0
0,0,0,0,-0.34522373105657966,1,1,1.3070239564754318,0.09080845536095478,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0
0,1,0,0,-0.019135231695857704,1,0,-0.3393069472963991,-0.20257062247983315,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
1,0,1,0,1.3667408905872107,1,0,1.0559169196375058,1.8256100869660408,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,0
1,1,0,0,-1.2419671042985652,1,1,0.25769587538449695,-0.9423865259417129,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1,0,1,0,-0.019135231695857704,1,1,0.2643477174199388,0.01946685731856325,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,0
0,0,0,0,0.021625830724232544,1,1,-0.1314368836888447,-0.11262105192824105,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1,0,0,0,0.6330417670255862,1,0,-1.4967274614632617,-0.6061186099213561,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
1,0,0,0,-1.1196839170382944,1,1,0.16290712637945234,-0.867204136420554,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,-1.1196839170382944,1,1,0.5237695568021665,-0.827052414007463,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,0,0,-1.2827281667186554,1,1,1.217224088996968,-0.9657182304995124,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
1,0,1,1,1.6113072651077522,1,0,0.11800719264022078,1.1329873569616589,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,0
1,0,0,0,0.429236454925135,1,0,-1.2772166742936844,-0.5204513011334473,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,-1.201206041878475,1,0,-0.2428552377824939,-0.9392300134045651,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
1,0,1,0,0.7960860167059473,1,1,0.5503769249439339,0.9118548912473398,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,0
1,1,1,0,-1.2827281667186554,0,0,-0.8199025343570646,-0.9927582854506046,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,1,0,0,-0.22294054379630893,1,0,0.7798654751666736,0.07893290469672,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1
1,0,1,0,-0.9566396673579334,1,1,0.13629975823768548,-0.7483382622069777,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0
1,0,0,0,-0.34522373105657966,1,1,1.0359613935311807,-0.07350678468470216,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1
0,0,1,1,-1.2827281667186554,1,1,-0.6818768121216486,-0.990926183768204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1,0,1,0,1.3667408905872107,1,1,1.335294285126059,2.1386125189713354,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,1
1,0,0,0,-0.7528343552574821,0,1,-0.327666223734376,-0.6697124044634756,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0
0,0,0,0,-1.2827281667186554,1,0,-1.4950645009544015,-1.001720132234395,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,1,1,0.021625830724232544,1,0,-1.4717830538303551,-0.7057805267410956,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,1,0,0,1.1221745160666692,1,1,0.22942554673386972,0.9207284439741472,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,0
1,0,0,0,-0.9158786049378431,1,1,-0.6652472070330443,-0.8182892288518845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
1,0,0,0,0.9998913288063985,1,1,0.8513727770476726,1.2982959051483762,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,0
0,1,1,0,-0.3859847934766699,1,1,1.0060281043716928,0.01637656532415272,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,0,1,1,1.570546202687662,1,1,0.8546986980653932,1.7438497901996366,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,1,1,0,-0.1006573565360382,1,1,0.8380690929767889,0.14932534162654254,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
0,0,1,1,-1.1196839170382944,1,1,1.1407279055893882,-0.8051996349041314,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,1
0,0,0,0,0.06238689314432279,1,1,1.3386202061437797,0.5941508007076921,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0
0,0,1,1,-0.7935954176775724,1,0,-1.531649632149331,-0.8995859818191272,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,0,-0.9974007297780236,1,0,-0.22123675116730807,-0.803345459707485,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0
0,0,1,1,1.6113072651077522,1,1,0.700043370741373,1.6872091526449406,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0
1,0,0,0,1.3259798281671205,1,1,1.4733200073614754,2.0538281507532576,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,1
1,0,0,0,-0.34522373105657966,1,1,1.1573575106779928,0.051164423775516804,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
0,0,1,1,0.22543114282468377,1,0,-1.4767719353569364,-0.6656067308137588,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,0,0,-1.2827281667186554,1,0,-0.15804425183061158,-0.9839730267807804,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1
1,0,1,0,1.6113072651077522,1,1,1.5647828353487991,2.5526233521653623,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0
1,0,1,1,-0.1006573565360382,1,0,-1.4501645672151695,-0.6962226950726688,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,1,1.5297851402675717,1,1,-1.5183459480784474,-0.39182893362323196,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,1,0,0.38847539250504476,1,0,-0.29108109253944636,0.043217958647032595,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
0,0,0,0,-0.05989629411594795,1,0,0.4772066625540746,0.09193420458748991,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0
1,0,0,0,1.3259798281671205,1,1,1.5015903360121026,2.1409964585098806,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0
1,0,1,1,0.7145638918657667,1,0,1.3668905347944074,1.3477405770589446,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,1
1,1,0,0,-1.2419671042985652,1,1,-0.6702360885596255,-0.9691396252076099,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,1,1.4890240778474815,1,0,-1.4850867379012387,-0.38686239291792934,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,1,0,-0.46750691831685043,1,0,0.5337473198553295,-0.25340592578788623,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,0
1,0,0,0,-0.5490290431570309,1,1,-1.501716342989843,-0.8398771257842667,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,0,0,0.22543114282468377,1,0,-1.481760816883518,-0.6824708956975419,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,1,1,-0.5490290431570309,1,1,0.6252101478426535,-0.36342032078890096,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
0,1,0,0,0.592280704605496,1,1,1.0043651438628323,0.9781195810131998,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,1
1,0,0,0,-1.2827281667186554,1,0,-1.5067052245164245,-1.0018746468341155,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
0,1,0,0,0.7145638918657667,1,1,1.3336313246171987,1.2950069515257536,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0
0,0,0,0,-1.1196839170382944,1,1,0.6767619236173268,-0.8008952996262024,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,0,0,-1.201206041878475,1,1,-1.4917385799366805,-0.9832666743249151,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,0,1,1.2852187657470302,1,1,1.1407279055893882,1.7138960313681,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,0
1,1,0,0,-0.6713122304173017,0,1,-0.8598135865697152,-0.7103718177042199,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1
0,0,0,1,-0.5897901055771212,1,0,-1.3154647659974745,-0.8097909258672555,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,0,0,0.918369203966218,1,1,-0.0033889245065911663,0.5863367766646824,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,0
1,0,0,0,0.06238689314432279,1,0,-0.2628107638888189,-0.1763472875558352,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0
1,0,0,0,-1.2827281667186554,1,0,-1.4983904219721222,-1.0017642792628865,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
0,1,1,0,-0.019135231695857704,1,1,0.7017063312502334,0.14994340002542467,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,1,1,0,1.570546202687662,1,1,0.9029245528223458,1.8966647293232366,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,0
0,1,1,0,0.918369203966218,1,1,0.6850767261616291,1.1415298069747792,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1
0,0,0,1,-0.6305511679972114,1,1,-0.005051885015451507,-0.5279342224627699,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1
1,0,0,0,-1.2827281667186554,1,1,-1.5000533824809827,-1.0017863527771325,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,1,1,0,0.755324954285857,1,1,0.9627911311413214,1.0868978592164502,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
1,0,1,1,-0.7935954176775724,1,0,-1.4917385799366805,-0.9140220601358734,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,0,0,-1.201206041878475,0,0,-1.1857538463063604,-0.967020567840014,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0,1,0,-0.8751175425177529,1,1,1.0426132355666224,-0.47100662922287884,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1
1,1,1,0,-1.2827281667186554,1,1,1.0060281043716928,-0.9685215668087277,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,1,1,0,1.5297851402675717,1,1,1.3535868507235236,2.166027823664606,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,0
0,0,1,0,1.0406523912264887,1,1,0.11800719264022078,0.7431249483525251,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,0
0,0,1,0,1.4482630154273912,1,0,0.8430579745033704,1.7697199488957016,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,0
0,0,1,1,0.3477143300849545,1,1,0.44893633390344695,0.4071439880173635,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,0
1,0,1,1,-0.8343564800976626,1,0,-1.501716342989843,-0.8964515427962251,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,1,1.0406523912264887,1,0,0.36412534795156487,0.9389170197126777,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,0
0,0,1,1,0.6738028294456765,1,1,0.7432803439717443,0.9076829970548856,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,0
0,1,1,0,0.7145638918657667,1,1,1.0043651438628323,1.1477103909636002,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,1
1,0,0,0,-1.0789228546182041,1,0,-1.5200089085873079,-0.955586487460695,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,1,0,0,0.9591302663863083,1,1,1.5664457958576596,1.8232482209417413,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,1
0,0,0,0,-0.7935954176775724,1,0,0.09805166653389527,-0.6386770434338956,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1,0,1,1,0.46999751734522527,1,0,-1.4717830538303551,-0.6017039070721982,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
0,1,0,0,-1.2827281667186554,0,1,-0.9446245725215973,-0.9944137990190388,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,1,1,-0.05989629411594795,1,1,-1.5067052245164245,-0.7195985466589598,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
1,0,0,0,-0.22294054379630893,1,0,-0.3792179995090494,-0.3653186430140388,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
0,0,1,1,-0.46750691831685043,1,1,-0.6619212860153233,-0.6015935395009693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,1,0,-1.201206041878475,1,0,-1.463468251286053,-0.9787195303902824,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,1,0,1.1221745160666692,0,0,-0.9030505598000864,-0.00011234981745217178,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0
0,0,0,0,0.38847539250504476,1,1,-0.5089289192001635,-0.09315221236345478,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,1,1,1.570546202687662,1,1,1.0076910648805535,1.9786236877178536,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,0
1,0,1,0,1.6113072651077522,0,1,-0.005051885015451507,1.084734654820363,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0
1,0,1,1,1.6113072651077522,0,1,0.026544364652896852,1.0487327530854802,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,0,0,0,-0.9158786049378431,1,1,0.9977133018273905,-0.5895855477512598,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,1
0,0,1,1,0.38847539250504476,1,1,0.9844096177565073,0.7217357130483552,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0
1,0,1,0,1.24445770332694,1,1,1.2488203386653165,1.834351198607373,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0
1,0,1,0,1.4482630154273912,1,1,1.5015903360121026,2.3499001973320324,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1
1,0,0,0,-1.1196839170382944,1,1,-1.516682987569587,-0.9725168728872154,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,1,0,0,-1.2827281667186554,1,1,0.29261804607056646,-0.9779911044201713,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,-0.4267458558967602,1,1,-0.32267734220779476,-0.48380926748543673,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,1
1,1,1,1,1.570546202687662,1,0,-1.4983904219721222,-0.3975459738128915,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,1,1,1,0.592280704605496,1,0,0.18951449452121918,0.45043014945335674,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1,0,1,1,0.22543114282468377,1,0,0.5370732408730502,0.35138629103249946,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,1,0,1.081413453646579,1,1,0.5071399517135622,1.0614029502625635,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,0
1,0,1,0,0.10314795556441304,1,1,0.831417250941347,0.38507047377157405,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1,0,0,0,0.10314795556441304,1,0,-1.2855314768379864,-0.5889454158381319,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
1,0,0,0,-1.2419671042985652,1,0,1.0243206699691578,-0.9366474122378076,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,0,0,0,0.5515196421854057,0,1,-1.1342020705316869,-0.35302369557913416,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
0,1,0,0,-1.0789228546182041,1,1,0.30758469065030997,-0.8114464394356897,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,0,0,0,-0.3044626686364894,1,0,-1.4950645009544015,-0.7850023693692341,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
1,1,0,0,-1.2827281667186554,0,1,-0.8381950999545296,-0.9930010941073082,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
0,0,0,0,-1.2827281667186554,1,0,-0.4756697090229548,-0.988189068001726,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,0.30695326766486425,1,1,1.2571351412096188,0.8031207600725807,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,0
0,0,0,0,0.10314795556441304,1,0,0.5054769912047018,0.2414601900884679,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
0,0,0,0,-0.9158786049378431,1,1,-0.12977392317998412,-0.7325777730354841,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0
0,0,1,1,-0.6713122304173017,1,0,0.11301831111363929,-0.5183322437658515,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,0
0,1,1,0,0.7960860167059473,1,1,1.4716570468526144,1.4828967047859132,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0
1,0,0,0,-1.0789228546182041,1,1,-0.5105918797090239,-0.8724576328110519,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1,0,0,0,-1.2827281667186554,1,1,0.14128863976426648,-0.9799997942165383,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,1,1,1.3667408905872107,1,1,-1.3021610819265907,-0.2535825139018526,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,0,0,1.2852187657470302,1,1,1.6712123079158667,2.227259752182426,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,0,0,0,1.4482630154273912,1,1,-0.34595878933184065,0.6118758326470608,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
1,1,1,0,1.5297851402675717,1,0,1.3469350086880818,2.305775242354699,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,0
0,0,0,0,-1.2827281667186554,1,1,-0.6785508911039276,-0.9908820367397124,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
0,0,1,0,0.6738028294456765,1,1,-0.42245497273942084,0.13014345774695157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1,0,0,0,-1.201206041878475,1,1,-1.5216718690961684,-0.9870853922894365,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,1,1,0,1.5297851402675717,1,1,0.9095763948577877,1.847771895268813,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,1,0,0,-1.201206041878475,1,1,0.18452561299463818,-0.9201364235819572,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,1,1.2852187657470302,1,1,0.8563616585742535,1.5577259180791396,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0
0,0,0,1,-0.7935954176775724,0,0,-1.1541575966380122,-0.8417754480094045,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,0,0,1,1.1221745160666692,1,0,-1.4934015404455407,-0.4851998988829214,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,1,0,0,-0.712073292837392,1,1,0.48385850458951646,-0.5001215945130751,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
1,0,1,0,-1.1604449794583847,1,1,1.1756500762754574,-0.8249995771826045,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,1,1,0.26619220524477405,1,1,-1.3520498971924038,-0.6067366683202383,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,0,0,1.570546202687662,1,0,-1.340409173630381,-0.2515517505912399,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0
1,1,0,0,-0.712073292837392,1,1,0.5104658727312833,-0.4731256865904746,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,-0.9158786049378431,1,0,-1.4917385799366805,-0.922785245291452,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
0,0,1,1,1.6113072651077522,1,1,1.6944937550399128,2.7316174791844694,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
1,0,1,1,0.18467008040459354,1,1,-0.20294418556984337,-0.0379022062062437,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,0
1,0,0,0,0.7960860167059473,1,1,1.335294285126059,1.3852876247910324,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,1
1,0,1,0,-1.1604449794583847,1,1,0.5154547542578644,-0.8747974253211055,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,0,0,0.6738028294456765,1,1,0.0431739697415012,0.40175805054139097,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0
0,0,0,0,0.30695326766486425,1,0,-1.5033793034987035,-0.6439746868528851,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
1,0,1,1,0.06238689314432279,1,1,0.6385138319135366,0.274151064686482,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0
1,0,1,0,-0.9566396673579334,1,1,0.5004881096781209,-0.6830668805821782,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,1,0.9998913288063985,1,1,-0.18465161997237867,0.4350228365097957,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,0
1,0,0,1,-1.2827281667186554,1,1,-0.6802138516127882,-0.9909041102539582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,1,1.6113072651077522,0,1,0.011577720073152843,1.1016871137611293,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
1,0,0,0,-0.9974007297780236,1,0,-0.7084841802634158,-0.8624362573434634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0,1,1,0.592280704605496,1,0,-1.4900756194278202,-0.5616625522303361,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
